date,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,sqft_living15,sqft_lot15,sqft_yard,sqft_yard15,price_per_sqft,norm_price,cost_type
20140728T000000,420000.0,3,1.75,1720,8102,1.0,0,0,5,6,860,860,1940,0,98125,47.7336,-122.29,1440,8106,6382,6666,51.83905208590471,0.04524590163934426,Very Cheap
20141114T000000,455000.0,3,1.75,1300,9600,1.0,0,0,4,7,1300,0,1969,0,98052,47.6388,-122.103,2070,9775,8300,7705,47.395833333333336,0.049836065573770495,Very Cheap
20140915T000000,765000.0,4,1.0,2520,5500,1.5,0,0,5,8,1820,700,1912,0,98144,47.5785,-122.292,2350,5000,2980,2650,139.0909090909091,0.09049180327868853,Very Cheap
20141205T000000,372000.0,4,1.5,1780,7914,1.5,0,0,4,7,1780,0,1962,0,98059,47.5142,-122.163,1350,8069,6134,6719,47.005307050796056,0.03895081967213115,Very Cheap
20141204T000000,160000.0,3,1.0,1200,8360,1.0,0,0,2,6,1200,0,1948,0,98118,47.5414,-122.281,1570,6823,7160,5253,19.138755980861244,0.011147540983606558,Very Cheap
20140815T000000,772000.0,4,2.5,2990,9643,2.0,0,0,3,9,2990,0,2003,0,98074,47.6292,-122.024,2990,8666,6653,5676,80.05807321373017,0.09140983606557378,Very Cheap
20141111T000000,1125000.0,5,1.75,1910,5640,2.0,0,0,4,9,1910,0,1906,0,98112,47.6249,-122.311,2050,5400,3730,3350,199.46808510638297,0.1377049180327869,Cheap
20140524T000000,479000.0,3,1.0,1370,3000,1.5,0,0,3,7,1370,0,1924,0,98103,47.6619,-122.351,1510,2151,1630,641,159.66666666666666,0.05298360655737705,Very Cheap
20150505T000000,570000.0,3,2.5,1910,4941,2.0,0,0,3,8,1910,0,1999,0,98075,47.5989,-122.016,1910,4941,3031,3031,115.36126290224651,0.06491803278688525,Very Cheap
20140710T000000,350000.0,4,1.0,1170,8147,1.5,0,0,3,6,1170,0,1959,0,98125,47.7281,-122.289,1260,8147,6977,6887,42.960598993494536,0.036065573770491806,Very Cheap
20141101T000000,353000.0,3,2.5,1250,864,3.0,0,0,3,8,1250,0,2004,0,98115,47.6978,-122.318,1330,2298,-386,968,408.56481481481484,0.03645901639344262,Very Cheap
20140801T000000,699000.0,5,2.5,3340,24755,2.0,0,0,3,10,3340,0,2002,0,98038,47.4565,-122.066,3420,23274,21415,19854,28.236719854574833,0.08183606557377049,Very Cheap
20140730T000000,265000.0,3,2.0,1380,8536,2.0,0,0,4,7,1380,0,1955,0,98148,47.4374,-122.335,1260,8750,7156,7490,31.04498594189316,0.024918032786885248,Very Cheap
20150430T000000,167000.0,1,1.0,780,10235,1.5,0,0,3,6,780,0,1989,0,98014,47.713,-121.315,930,10165,9455,9235,16.31656082071324,0.012065573770491804,Very Cheap
20141020T000000,500000.0,4,2.25,2080,8000,1.0,0,0,3,8,1390,690,1964,0,98008,47.6264,-122.113,1800,7700,5920,5900,62.5,0.05573770491803279,Very Cheap
20140709T000000,700000.0,3,1.0,1410,7200,2.0,0,0,4,6,1410,0,1901,0,98144,47.5924,-122.302,1640,7200,5790,5560,97.22222222222223,0.08196721311475409,Very Cheap
20141104T000000,295000.0,1,1.0,520,5600,1.0,0,0,3,6,520,0,1918,0,98116,47.5579,-122.395,1030,5265,5080,4235,52.67857142857143,0.028852459016393443,Very Cheap
20150311T000000,1010000.0,4,3.5,3500,4080,2.0,0,2,3,9,2590,910,2004,0,98115,47.6834,-122.292,2430,5100,580,2670,247.54901960784315,0.12262295081967213,Cheap
20150508T000000,209000.0,2,1.0,840,5265,1.0,0,0,5,6,840,0,1969,0,98042,47.3644,-122.082,920,5100,4425,4180,39.69610636277303,0.017573770491803278,Very Cheap
20150128T000000,276000.0,3,1.75,2240,9200,1.0,0,0,4,7,1440,800,1968,0,98001,47.2635,-122.284,1740,9600,6960,7860,30.0,0.026360655737704918,Very Cheap
20150122T000000,380000.0,4,2.5,2100,5857,2.0,0,0,3,8,2100,0,2002,0,98059,47.4956,-122.163,2090,7779,3757,5689,64.87963121051733,0.04,Very Cheap
20140606T000000,315000.0,3,1.5,1750,12500,1.0,0,0,3,7,1150,600,1954,0,98024,47.5666,-121.902,1680,13000,10750,11320,25.2,0.031475409836065574,Very Cheap
20150310T000000,685530.0,4,2.5,3130,60467,2.0,0,0,3,9,3130,0,1996,0,98014,47.6618,-121.962,2780,44224,57337,41444,11.337258339259431,0.08006950819672132,Very Cheap
20140626T000000,254600.0,3,2.0,1470,20000,1.0,0,0,4,7,1470,0,1968,0,98002,47.2973,-122.08,1390,30056,18530,28666,12.73,0.023554098360655737,Very Cheap
20140603T000000,230000.0,3,2.0,1440,5600,1.0,0,0,4,6,720,720,1942,2007,98056,47.4947,-122.185,1120,5700,4160,4580,41.07142857142857,0.020327868852459016,Very Cheap
20140717T000000,335000.0,3,3.0,1430,1249,3.0,0,0,3,8,1430,0,2003,0,98103,47.6971,-122.34,1020,1112,-181,92,268.21457165732585,0.03409836065573771,Very Cheap
20140603T000000,550000.0,4,2.5,2170,9600,1.0,0,0,3,7,1460,710,1980,0,98052,47.6789,-122.116,1940,8400,7430,6460,57.291666666666664,0.06229508196721312,Very Cheap
20141226T000000,123300.0,3,1.0,1150,8050,1.5,0,0,4,7,1150,0,1956,0,98032,47.374,-122.296,1360,8050,6900,6690,15.316770186335404,0.006334426229508197,Very Cheap
20140902T000000,275436.0,4,2.75,2170,9658,1.5,0,0,3,7,2170,0,1966,0,98030,47.3741,-122.189,1490,9731,7488,8241,28.518948022364878,0.026286688524590165,Very Cheap
20140525T000000,325000.0,4,3.5,2630,3435,1.5,0,3,3,7,1640,990,1984,0,98188,47.4355,-122.272,1920,2435,805,515,94.61426491994177,0.03278688524590164,Very Cheap
20140725T000000,635000.0,4,2.5,2490,40608,2.0,0,0,3,9,2490,0,1997,0,98053,47.6507,-122.004,3170,45441,38118,42271,15.637312844759654,0.07344262295081967,Very Cheap
20150423T000000,513000.0,3,1.75,1710,5000,1.0,0,0,4,7,1110,600,1944,0,98107,47.6689,-122.37,920,5000,3290,4080,102.6,0.05744262295081967,Very Cheap
20140708T000000,580000.0,4,2.5,2130,35752,1.0,0,0,3,8,1490,640,1980,0,98075,47.5748,-122.031,3030,34000,33622,30970,16.222868650704857,0.06622950819672131,Very Cheap
20150429T000000,225000.0,3,1.0,940,9272,1.0,0,0,3,7,940,0,1954,0,98148,47.4353,-122.335,1270,9375,8332,8105,24.26660914581536,0.019672131147540985,Very Cheap
20140922T000000,265000.0,3,1.0,1400,9460,1.0,0,0,3,7,1060,340,1961,0,98168,47.5119,-122.321,1570,7700,8060,6130,28.012684989429175,0.024918032786885248,Very Cheap
20141014T000000,313000.0,4,1.75,1630,3000,1.0,0,0,3,7,930,700,1978,0,98144,47.5961,-122.305,1630,3000,1370,1370,104.33333333333333,0.03121311475409836,Very Cheap
20150414T000000,296000.0,2,1.0,1370,8400,1.0,0,0,3,7,1370,0,1948,0,98133,47.7344,-122.336,1330,8396,7030,7066,35.23809523809524,0.02898360655737705,Very Cheap
20141020T000000,655500.0,4,2.75,2380,15800,1.0,0,0,3,8,1680,700,1957,2001,98007,47.5929,-122.133,1950,11751,13420,9801,41.4873417721519,0.0761311475409836,Very Cheap
20141210T000000,250750.0,5,1.75,2140,12058,1.0,0,0,4,8,2140,0,1951,0,98002,47.3167,-122.214,1640,10125,9918,8485,20.79532260739758,0.023049180327868853,Very Cheap
20140904T000000,438000.0,4,2.5,1970,8545,2.0,0,0,3,8,1970,0,2004,0,98059,47.4893,-122.138,2590,7200,6575,4610,51.25804564072557,0.04760655737704918,Very Cheap
20140801T000000,590000.0,3,2.75,2550,54014,2.0,0,0,4,8,1980,570,1967,0,98072,47.7596,-122.117,2180,21600,51464,19420,10.923094012663384,0.06754098360655737,Very Cheap
20141006T000000,329500.0,3,1.0,1080,5250,1.0,0,0,4,7,1080,0,1947,0,98133,47.7309,-122.336,1100,5250,4170,4150,62.76190476190476,0.03337704918032787,Very Cheap
20150316T000000,1195000.0,3,2.25,3070,9645,2.0,0,0,3,10,2110,960,1987,0,98006,47.5522,-122.144,3130,9450,6575,6320,123.89839294971488,0.14688524590163934,Cheap
20150320T000000,415000.0,2,1.0,1470,6000,1.0,0,0,3,6,900,570,1944,0,98199,47.6527,-122.386,1670,6000,4530,4330,69.16666666666667,0.04459016393442623,Very Cheap
20140922T000000,900000.0,4,2.5,3620,42580,2.0,0,0,3,10,3620,0,1984,0,98052,47.7204,-122.115,2950,33167,38960,30217,21.136683889149836,0.10819672131147541,Cheap
20150504T000000,378000.0,3,1.5,1050,57499,1.0,0,0,3,7,1050,0,1975,0,98024,47.5602,-121.86,1460,42688,56449,41228,6.57402737438912,0.03973770491803279,Very Cheap
20140812T000000,474000.0,2,1.0,1050,403365,1.0,0,3,5,6,1050,0,1905,0,98022,47.2221,-122.059,1760,108900,402315,107140,1.1751143505261983,0.05232786885245902,Very Cheap
20140619T000000,464000.0,3,1.0,1320,3625,2.0,0,0,3,7,1320,0,1900,0,98122,47.6049,-122.288,1660,5438,2305,3778,128.0,0.05101639344262295,Very Cheap
20141208T000000,310000.0,3,1.0,1210,7649,1.0,0,0,4,7,1210,0,1956,0,98155,47.7693,-122.32,1210,6760,6439,5550,40.52817361746634,0.03081967213114754,Very Cheap
20140918T000000,580000.0,3,1.5,1860,7190,2.0,0,1,5,7,1860,0,1952,0,98177,47.7716,-122.392,1670,5525,5330,3855,80.66759388038943,0.06622950819672131,Very Cheap
20141119T000000,999000.0,3,2.75,2830,505166,1.0,1,3,4,8,1830,1000,1962,0,98070,47.3782,-122.514,2120,21988,502336,19868,1.9775677698024017,0.12118032786885245,Cheap
20150317T000000,510000.0,2,1.0,810,6480,1.0,0,0,5,6,810,0,1942,0,98199,47.6493,-122.398,1920,6000,5670,4080,78.70370370370371,0.057049180327868855,Very Cheap
20140506T000000,650000.0,3,1.5,1630,7475,1.0,0,1,3,7,1160,470,1940,0,98115,47.6725,-122.272,2320,7475,5845,5155,86.95652173913044,0.07540983606557378,Very Cheap
20140912T000000,196000.0,3,1.0,880,19600,1.0,0,0,4,7,880,0,1978,0,98023,47.2707,-122.34,880,10500,18720,9620,10.0,0.015868852459016394,Very Cheap
20140822T000000,220000.0,4,1.75,1660,11664,1.0,0,0,3,6,1010,650,1952,0,98168,47.4943,-122.331,1670,9975,10004,8305,18.86145404663923,0.01901639344262295,Very Cheap
20141008T000000,855000.0,3,2.25,3440,10628,2.0,0,2,3,10,3440,0,1985,0,98006,47.5647,-122.108,3170,11434,7188,8264,80.44787354158825,0.10229508196721311,Cheap
20140829T000000,483000.0,3,1.75,2110,10454,1.0,0,0,4,8,1440,670,1978,0,98028,47.7344,-122.246,1990,10890,8344,8900,46.20241056055099,0.05350819672131148,Very Cheap
20150407T000000,400000.0,3,1.0,1060,12000,1.0,0,0,3,7,1060,0,1952,0,98133,47.7703,-122.35,1550,10500,10940,8950,33.333333333333336,0.04262295081967213,Very Cheap
20140702T000000,435000.0,3,2.5,1900,7984,2.0,0,0,3,8,1900,0,1993,0,98011,47.7433,-122.194,2650,9352,6084,6702,54.483967935871746,0.04721311475409836,Very Cheap
20140930T000000,219500.0,1,1.0,820,1060,1.0,0,0,3,8,760,60,2007,0,98126,47.5473,-122.371,1770,1924,240,154,207.0754716981132,0.018950819672131147,Very Cheap
20140829T000000,2950000.0,4,3.5,4860,23885,2.0,0,0,3,12,4860,0,1996,0,98039,47.6172,-122.23,3580,16054,19025,12474,123.50847812434583,0.3770491803278688,Medium
20140916T000000,427000.0,3,2.5,2050,3218,3.0,0,0,3,7,2050,0,2008,0,98133,47.7612,-122.344,2050,7200,1168,5150,132.6911124922312,0.04616393442622951,Very Cheap
20141201T000000,430000.0,2,1.5,1090,4013,1.5,0,0,3,7,1090,0,1900,0,98103,47.6652,-122.338,1390,4013,2923,2623,107.1517567904311,0.04655737704918033,Very Cheap
20150512T000000,685000.0,2,1.5,1090,4013,1.5,0,0,3,7,1090,0,1900,0,98103,47.6652,-122.338,1390,4013,2923,2623,170.69524046847744,0.08,Very Cheap
20140903T000000,495000.0,2,1.5,1920,6250,1.0,0,0,3,7,1060,860,1937,0,98199,47.6497,-122.393,2070,6250,4330,4180,79.2,0.05508196721311476,Very Cheap
20140625T000000,299950.0,3,2.5,1870,7942,2.0,0,0,3,7,1870,0,1990,0,98001,47.342,-122.279,1870,7392,6072,5522,37.767564845127175,0.029501639344262295,Very Cheap
20141121T000000,390000.0,4,1.75,2690,46609,1.5,0,0,3,7,2690,0,1940,0,98146,47.4951,-122.352,1920,7302,43919,5382,8.367482675019845,0.04131147540983607,Very Cheap
20140812T000000,385000.0,3,1.75,2160,5863,1.5,0,0,4,7,1260,900,1928,0,98144,47.5729,-122.315,1590,3000,3703,1410,65.66604127579737,0.04065573770491803,Very Cheap
20140625T000000,740000.0,4,2.5,3000,10392,2.0,0,0,3,9,3000,0,1995,0,98027,47.535,-122.049,3140,9213,7392,6073,71.2086220169361,0.08721311475409836,Very Cheap
20140723T000000,991700.0,4,3.0,2290,2350,2.0,0,1,3,9,1610,680,1924,2011,98116,47.574,-122.415,1610,3820,60,2210,422.0,0.12022295081967213,Cheap
20140813T000000,765000.0,3,2.75,2250,9600,2.5,0,0,4,9,1830,420,1909,1991,98122,47.6033,-122.287,2060,4980,7350,2920,79.6875,0.09049180327868853,Very Cheap
20140904T000000,802000.0,4,2.25,2130,8734,2.0,0,2,4,8,2130,0,1961,0,98006,47.5672,-122.161,2550,8800,6604,6250,91.82505152278452,0.09534426229508197,Very Cheap
20141121T000000,950000.0,4,2.75,2500,20000,1.0,0,0,4,8,1700,800,1969,0,98004,47.5901,-122.198,2650,20000,17500,17350,47.5,0.11475409836065574,Cheap
20141104T000000,392000.0,4,2.5,2300,41167,2.0,0,0,3,7,2300,0,1988,0,98042,47.3412,-122.108,2300,21765,38867,19465,9.522190103723856,0.04157377049180328,Very Cheap
20141203T000000,590000.0,3,2.5,3360,218235,1.0,0,0,3,8,3360,0,1989,0,98014,47.6601,-121.946,2650,220849,214875,218199,2.703507686668041,0.06754098360655737,Very Cheap
20150410T000000,425000.0,4,2.5,1920,9000,2.0,0,0,2,7,1920,0,1989,0,98126,47.5153,-122.37,1530,10474,7080,8944,47.22222222222222,0.04590163934426229,Very Cheap
20140722T000000,765000.0,5,1.75,2440,15143,1.5,0,4,4,8,1740,700,1944,0,98146,47.4948,-122.37,2390,10907,12703,8517,50.518391335930794,0.09049180327868853,Very Cheap
20140807T000000,313500.0,3,2.25,1440,3488,2.0,0,0,4,7,1440,0,1983,0,98034,47.7257,-122.162,1390,3488,2048,2098,89.8795871559633,0.03127868852459016,Very Cheap
20140820T000000,320000.0,3,1.0,1780,6840,2.0,0,0,4,6,1780,0,1947,0,98125,47.727,-122.3,1410,7200,5060,5790,46.78362573099415,0.032131147540983604,Very Cheap
20150210T000000,604000.0,4,1.75,1490,4485,1.0,0,0,3,8,1350,140,1960,0,98199,47.6388,-122.399,1380,4846,2995,3466,134.6711259754738,0.06937704918032787,Very Cheap
20150212T000000,570000.0,3,2.0,1400,1657,2.0,0,0,3,8,1060,340,2004,0,98112,47.6196,-122.298,1540,2275,257,735,343.995171997586,0.06491803278688525,Very Cheap
20140520T000000,639000.0,4,2.5,2150,12028,2.0,0,0,4,8,2150,0,1982,0,98052,47.7224,-122.101,1800,11777,9878,9977,53.126039241769206,0.0739672131147541,Very Cheap
20140822T000000,335000.0,4,2.0,1910,10200,1.0,0,0,4,7,1910,0,1963,0,98059,47.4804,-122.133,1820,15600,8290,13780,32.84313725490196,0.03409836065573771,Very Cheap
20141014T000000,896000.0,4,1.75,2660,3520,2.0,0,0,4,8,2080,580,1917,0,98115,47.6743,-122.308,2100,4080,860,1980,254.54545454545453,0.10767213114754098,Cheap
20140627T000000,259500.0,3,1.75,1650,12349,1.0,0,0,3,7,1650,0,1957,0,98188,47.442,-122.282,1470,10763,10699,9293,21.013847275083002,0.02419672131147541,Very Cheap
20140807T000000,637000.0,3,2.0,1980,6000,1.0,0,0,4,7,1380,600,1958,0,98115,47.6921,-122.283,1260,6000,4020,4740,106.16666666666667,0.07370491803278688,Very Cheap
20150506T000000,307450.0,4,2.75,2690,8874,1.0,0,0,3,8,1370,1320,1980,0,98023,47.3078,-122.383,1990,7875,6184,5885,34.64615731350011,0.030485245901639344,Very Cheap
20140825T000000,535000.0,3,1.75,1380,3561,1.0,0,0,4,7,860,520,1925,0,98117,47.6822,-122.399,1820,4593,2181,2773,150.23869699522606,0.06032786885245902,Very Cheap
20140630T000000,669500.0,4,2.25,2500,4046,1.5,0,0,4,7,1520,980,1940,0,98117,47.6882,-122.382,1410,4046,1546,2636,165.47207118141375,0.0779672131147541,Very Cheap
20141028T000000,259000.0,3,1.75,1590,7148,1.0,0,0,3,7,1590,0,1952,0,98166,47.4713,-122.344,1150,7280,5558,6130,36.23391158365977,0.024131147540983607,Very Cheap
20141231T000000,441000.0,4,1.5,1100,3300,1.0,0,0,1,7,1100,0,1919,0,98122,47.6033,-122.295,2020,4000,2200,1980,133.63636363636363,0.048,Very Cheap
20150512T000000,228800.0,4,2.5,1470,1612,2.0,0,0,3,7,980,490,2003,0,98118,47.5275,-122.271,1460,5027,142,3567,141.93548387096774,0.02017049180327869,Very Cheap
20140513T000000,530000.0,2,2.0,1680,4950,1.0,0,0,3,8,1680,0,2006,0,98053,47.7194,-122.022,1570,4800,3270,3230,107.07070707070707,0.05967213114754098,Very Cheap
20140728T000000,524000.0,2,2.0,1450,2272,1.0,0,0,4,6,750,700,1924,0,98112,47.633,-122.282,2170,4370,822,2200,230.6338028169014,0.05888524590163934,Very Cheap
20141211T000000,430000.0,4,2.25,2020,4840,1.5,0,0,5,8,1200,820,1925,0,98126,47.5576,-122.376,1410,4840,2820,3430,88.84297520661157,0.04655737704918033,Very Cheap
20141001T000000,1325000.0,4,3.25,2470,4760,1.5,0,0,5,9,1890,580,1906,0,98112,47.6331,-122.31,2470,4760,2290,2290,278.3613445378151,0.16393442622950818,Cheap
20141103T000000,210000.0,3,1.0,1230,12201,1.0,0,0,3,7,1230,0,1969,0,98042,47.3285,-122.134,1230,10780,10971,9550,17.21170395869191,0.017704918032786884,Very Cheap
20140623T000000,449000.0,4,2.5,1850,5040,1.0,0,0,3,7,1230,620,1930,2013,98126,47.5386,-122.373,1010,5040,3190,4030,89.08730158730158,0.049049180327868855,Very Cheap
20140619T000000,945000.0,2,2.5,2540,7089,2.0,0,0,3,9,2540,0,2004,0,98116,47.5747,-122.414,1330,7089,4549,5759,133.30512060939483,0.11409836065573771,Cheap
20150318T000000,200450.0,3,1.0,970,9130,1.0,0,0,3,6,970,0,1957,0,98188,47.4369,-122.272,1000,8886,8160,7886,21.955093099671412,0.01645245901639344,Very Cheap
20150417T000000,219950.0,3,1.5,1070,6601,1.0,0,0,3,6,1070,0,1985,0,98002,47.3115,-122.209,1030,6614,5531,5584,33.32070898348735,0.01900983606557377,Very Cheap
20140619T000000,659500.0,4,3.0,2620,18362,1.0,0,0,4,8,1870,750,1956,0,98006,47.5646,-122.184,2630,16792,15742,14162,35.91656682278619,0.07665573770491803,Very Cheap
20141126T000000,746000.0,4,2.75,2110,8190,1.5,0,0,5,8,2110,0,1966,0,98008,47.6269,-122.1,2420,8400,6080,5980,91.08669108669109,0.088,Very Cheap
20150331T000000,540000.0,3,1.75,2110,7129,1.0,0,0,3,8,1280,830,1982,0,98052,47.7219,-122.102,1810,8674,5019,6864,75.74694908121756,0.06098360655737705,Very Cheap
20140910T000000,485000.0,5,2.0,1910,5508,1.0,0,0,3,7,1020,890,1968,0,98133,47.7074,-122.349,1030,7440,3598,6410,88.05374001452432,0.05377049180327869,Very Cheap
20150127T000000,202000.0,2,1.0,670,7844,1.0,0,0,3,6,670,0,1942,0,98126,47.5165,-122.372,740,7218,7174,6478,25.752167261601222,0.016655737704918034,Very Cheap
20140929T000000,2525000.0,4,5.5,6930,45100,1.0,0,0,4,11,4310,2620,1950,1991,98006,47.5547,-122.144,2560,37766,38170,35206,55.98669623059867,0.32131147540983607,Medium
20150401T000000,502000.0,3,2.75,2010,11200,1.0,0,0,3,8,1360,650,1979,0,98028,47.7728,-122.253,2200,10640,9190,8440,44.82142857142857,0.056,Very Cheap
20150224T000000,279000.0,2,2.75,1770,10534,1.0,0,0,3,8,1210,560,2003,0,98001,47.2773,-122.276,1600,17400,8764,15800,26.485665464211127,0.02675409836065574,Very Cheap
20141117T000000,409500.0,3,1.0,1340,4120,1.0,0,0,4,7,1040,300,1921,0,98103,47.6916,-122.352,1270,4635,2780,3365,99.39320388349515,0.043868852459016394,Very Cheap
20140702T000000,453000.0,3,2.0,1660,15050,1.0,0,0,3,7,1260,400,1983,0,98034,47.7203,-122.194,1660,7320,13390,5660,30.099667774086377,0.04957377049180328,Very Cheap
20150227T000000,367000.0,4,1.0,1820,5500,1.5,0,0,3,6,1820,0,1947,0,98106,47.5185,-122.363,1140,5500,3680,4360,66.72727272727273,0.03829508196721312,Very Cheap
20140523T000000,550000.0,3,2.5,2510,5400,2.0,0,0,3,9,2510,0,1992,0,98056,47.5204,-122.206,1840,5400,2890,3560,101.85185185185185,0.06229508196721312,Very Cheap
20150127T000000,273500.0,3,1.5,1560,8314,1.0,0,0,3,7,1560,0,1962,0,98031,47.4117,-122.209,1820,8925,6754,7105,32.896319461149865,0.026032786885245903,Very Cheap
20141007T000000,505000.0,4,3.0,2280,7400,1.0,0,0,3,7,1340,940,1978,0,98125,47.711,-122.306,1540,7500,5120,5960,68.24324324324324,0.05639344262295082,Very Cheap
20140619T000000,770000.0,3,2.5,2650,40705,2.0,0,0,3,9,2650,0,1994,0,98053,47.668,-122.063,2550,42625,38055,40075,18.916595012897677,0.09114754098360656,Very Cheap
20140509T000000,565000.0,4,2.25,2470,7447,2.0,0,0,3,8,2470,0,1984,0,98155,47.7514,-122.286,2270,7400,4977,5130,75.86947764200349,0.06426229508196721,Very Cheap
20140820T000000,316000.0,3,0.75,1270,10092,1.0,0,0,5,7,1270,0,1971,0,98077,47.7567,-122.073,1300,10375,8822,9075,31.311930241775663,0.03160655737704918,Very Cheap
20140925T000000,160000.0,4,1.0,1520,7298,1.5,0,0,3,7,1520,0,1960,0,98198,47.3706,-122.31,1520,7298,5778,5778,21.923814743765416,0.011147540983606558,Very Cheap
20141027T000000,170000.0,3,1.0,1310,9529,1.0,0,0,3,7,1310,0,1956,0,98198,47.4105,-122.295,1330,9529,8219,8199,17.84027704900829,0.012459016393442624,Very Cheap
20150319T000000,235000.0,3,1.0,1310,9529,1.0,0,0,3,7,1310,0,1956,0,98198,47.4105,-122.295,1330,9529,8219,8199,24.661559450099695,0.02098360655737705,Very Cheap
20141219T000000,1799000.0,4,3.5,3930,39098,2.0,0,0,3,12,3930,0,1999,0,98005,47.6399,-122.158,4250,38682,35168,34432,46.01258376387539,0.2260983606557377,Cheap
20140918T000000,310000.0,3,1.0,990,7050,1.0,0,0,3,7,990,0,1967,0,98034,47.7274,-122.202,1200,8125,6060,6925,43.97163120567376,0.03081967213114754,Very Cheap
20140519T000000,285000.0,4,1.75,2080,13629,1.0,0,0,4,7,1040,1040,1955,0,98178,47.4866,-122.232,1780,14659,11549,12879,20.911292097732776,0.02754098360655738,Very Cheap
20140604T000000,280000.0,2,1.0,960,4920,1.0,0,0,3,6,960,0,1942,0,98117,47.6946,-122.362,1010,5040,3960,4030,56.91056910569106,0.026885245901639345,Very Cheap
20150218T000000,2298000.0,4,4.25,4070,13860,2.0,0,3,3,10,4070,0,2004,0,98040,47.59,-122.229,3430,9240,9790,5810,165.8008658008658,0.2915409836065574,Cheap
20140814T000000,763776.0,4,2.5,2750,16139,2.0,0,0,3,9,2750,0,1989,0,98075,47.5843,-122.06,2810,13093,13389,10283,47.32486523328583,0.09033127868852459,Very Cheap
20150217T000000,530000.0,5,2.75,3230,13572,1.0,0,2,3,8,1880,1350,1965,0,98166,47.4393,-122.347,2910,15292,10342,12382,39.050987326849395,0.05967213114754098,Very Cheap
20150211T000000,362000.0,1,1.0,890,211576,1.5,0,0,3,7,890,0,1996,0,98019,47.7216,-121.883,1670,217364,210686,215694,1.7109691080273755,0.03763934426229508,Very Cheap
20140725T000000,430000.0,2,1.0,990,4920,1.0,0,0,3,6,990,0,1931,0,98117,47.6939,-122.368,990,4960,3930,3970,87.39837398373983,0.04655737704918033,Very Cheap
20140725T000000,456500.0,3,1.0,1290,3880,1.5,0,0,4,7,1290,0,1919,0,98117,47.6879,-122.392,1290,4850,2590,3560,117.65463917525773,0.0500327868852459,Very Cheap
20140911T000000,445000.0,4,2.5,2170,5257,2.0,0,0,3,7,2170,0,1989,0,98115,47.6999,-122.305,1430,7528,3087,6098,84.64903937607001,0.04852459016393443,Very Cheap
20150310T000000,386900.0,3,1.0,1330,10500,1.0,0,0,3,7,960,370,1963,0,98034,47.7204,-122.196,1460,11550,9170,10090,36.84761904761905,0.04090491803278688,Very Cheap
20140708T000000,479000.0,3,1.0,1340,13750,1.0,0,0,4,7,1340,0,1955,0,98006,47.5771,-122.151,1430,11400,12410,9970,34.836363636363636,0.05298360655737705,Very Cheap
20150313T000000,525000.0,3,2.5,2200,4544,2.0,0,0,3,8,2200,0,2000,0,98065,47.5319,-121.867,2400,5431,2344,3031,115.53697183098592,0.05901639344262295,Very Cheap
20150106T000000,272000.0,4,1.75,2520,10890,1.0,0,0,3,7,1260,1260,1979,0,98023,47.3224,-122.343,2090,12375,8370,10285,24.977043158861342,0.02583606557377049,Very Cheap
20150226T000000,517000.0,4,1.0,1180,13500,1.5,0,0,3,7,1180,0,1950,0,98125,47.7165,-122.308,1580,8976,12320,7396,38.2962962962963,0.0579672131147541,Very Cheap
20150226T000000,615000.0,3,1.75,2660,7800,1.0,0,0,4,8,1330,1330,1951,0,98117,47.6993,-122.378,1950,6240,5140,4290,78.84615384615384,0.07081967213114754,Very Cheap
20140828T000000,439000.0,3,1.75,1250,7030,1.0,0,0,3,7,1250,0,1965,0,98008,47.6285,-122.118,1460,7210,5780,5750,62.44665718349929,0.04773770491803279,Very Cheap
20140724T000000,716000.0,3,2.5,2270,7866,1.0,0,0,4,10,2270,0,1988,0,98029,47.5622,-122.022,2580,8132,5596,5552,91.02466310704297,0.0840655737704918,Very Cheap
20141028T000000,308000.0,2,1.0,1080,6250,1.0,0,2,4,7,1080,0,1942,1968,98118,47.5128,-122.251,2100,6875,5170,4775,49.28,0.030557377049180327,Very Cheap
20140610T000000,800000.0,3,2.25,1620,4500,2.0,0,0,4,8,1620,0,1926,0,98119,47.643,-122.361,1210,4320,2880,3110,177.77777777777777,0.09508196721311475,Very Cheap
20150505T000000,575000.0,3,2.0,940,5000,1.0,0,0,3,7,880,60,1941,0,98117,47.6771,-122.398,1420,5000,4060,3580,115.0,0.06557377049180328,Very Cheap
20140701T000000,219950.0,3,1.5,1620,9310,1.0,0,0,4,7,1620,0,1967,0,98042,47.3665,-122.107,1610,10640,7690,9030,23.62513426423201,0.01900983606557377,Very Cheap
20140522T000000,770000.0,4,2.5,2350,8001,2.0,0,0,4,8,2350,0,1987,0,98006,47.5478,-122.153,2460,8001,5651,5541,96.23797025371829,0.09114754098360656,Very Cheap
20141230T000000,424950.0,3,1.75,2090,7505,1.0,0,0,3,7,2090,0,1967,0,98034,47.7326,-122.194,1510,7416,5415,5906,56.62225183211193,0.04589508196721311,Very Cheap
20150108T000000,387000.0,3,2.25,1760,45133,2.0,0,0,3,7,1760,0,1984,0,98065,47.5124,-121.866,1910,51773,43373,49863,8.574657124498703,0.040918032786885244,Very Cheap
